headword,words,ner,docSize,sentSize
Jeeps,[MB", Jeeps],O,1,1
Manufacturers,[Manufacturers],ORGANIZATION,1,1
Martin,[Martin],ORGANIZATION,1,1
Mazda,[Mazda],ORGANIZATION,1,2
Michigan,[Michigan],LOCATION,1,1
T,[Model", T],ORGANIZATION,1,1
Toyota,[Moreeover", Toyota],O,1,1
Motor,[Motor],ORGANIZATION,1,1
Motor,[Motor],ORGANIZATION,1,1
Company,[Motor", Car", Company],ORGANIZATION,1,1
Co.,[Motor", Co.],ORGANIZATION,1,2
Company,[Motor", Company],ORGANIZATION,1,2
Corporation,[Motor", Corporation],ORGANIZATION,1,3
Company,[Motor", Wagon", Company],ORGANIZATION,1,1
Motors,[Motors],ORGANIZATION,1,2
Corporation,[Motors", Corporation],ORGANIZATION,1,1
Limited,[Motorsport", International", Limited],ORGANIZATION,1,1
NISMO,[NISMO],O,1,1
Names,[Names],MISC,1,1
Bluebird,[New", Datsun", models", Bluebird],O,1,1
Nishi-ku,[Nishi-ku],MISC,1,1
Nissan,[Nissan],ORGANIZATION,1,7
Co.,[Nissan", Motor", Co.],ORGANIZATION,1,1
Limited,[Nissan", Motorsport", International", Limited],ORGANIZATION,1,1
Oceania,[Oceania],LOCATION,1,1
Co.,[Olds", Motor", Vehicle", Co.],ORGANIZATION,1,1
Organization,[Organization],ORGANIZATION,1,1
Otosan,[Otosan],ORGANIZATION,1,1
Panhard,[Panhard],ORGANIZATION,1,1
model,[Pride", model],O,1,1
R,[R],PERSON,1,1
Ranz,[Ranz],PERSON,1,1
Renault,[Renault],ORGANIZATION,1,1
Russia,[Russia],LOCATION,1,1
SUVs,[SUVs],O,1,1
Scion,[Scion],O,1,1
Seoul,[Seoul],LOCATION,1,1
Honda,[Soichiro", Honda],ORGANIZATION,1,1
Russia,[Sollersin", Russia],O,1,1
South,[South],MISC,1,1
Korea,[South", Korea],LOCATION,1,3
States,[States],LOCATION,1,1
Army,[States", Army],ORGANIZATION,1,1
Chevrolet,[States", Chevrolet],ORGANIZATION,1,1
Subaru,[Subaru],O,1,1
Subaru,[Subaru],ORGANIZATION,1,1
Swiss,[Swiss],MISC,1,1
T,[T],ORGANIZATION,1,1
T360,[T360],O,1,1
Thailand,[Thailand],LOCATION,1,1
Tokyo-based,[Tokyo-based],O,1,1
Toyoda,[Toyoda],PERSON,1,1
Toyota,[Toyota],ORGANIZATION,1,5
Toyota,[Toyota],O,1,1
Corporation,[Toyota", Motor", Corporation],ORGANIZATION,1,1
vehicles,[Toyota", vehicles],ORGANIZATION,1,1
U.S.,[U.S.],LOCATION,1,5
Honda,[U.S.", Honda],ORGANIZATION,1,1
automaker,[U.S.", automaker],LOCATION,1,1
customers,[U.S.", customers],LOCATION,1,1
UK,[UK],LOCATION,1,1
LLC,[US", LLC],ORGANIZATION,1,1
United,[United],LOCATION,1,1
Kingdom,[United", Kingdom],LOCATION,1,2
States,[United", States],LOCATION,1,6
Army,[United", States", Army],ORGANIZATION,1,1
Chevrolet,[United", States", Chevrolet],ORGANIZATION,1,1
Co.,[Vehicle", Co.],ORGANIZATION,1,1
Manufacturers,[Vehicle", Manufacturers],ORGANIZATION,1,1
Logo,[Volvo", Logo],ORGANIZATION,1,1
Company,[Wagon", Company],ORGANIZATION,1,1
Durant,[William", C.", Durant],PERSON,1,1
Little,[William", Little],PERSON,1,1
Jeeps,[Willys", MB", Jeeps],O,1,1
Winton,[Winton],PERSON,1,1
alliance,[alliance],O,1,1
assemblies,[assemblies],O,1,1
automaker,[automaker],O,1,1
automakers,[automakers],O,1,1
manufacturers,[automobile", manufacturers],O,1,1
manufacturing,[automobile", manufacturing],O,1,3
production,[automobile", production],O,1,1
automobiles,[automobiles],O,1,11
automotive,[automotive],O,1,6
automotive,[automotive],O,1,1
beginning,[beginning],DATE,1,1
best,[best],O,1,3
parts,[bicycle", parts],O,1,1
blocks,[blocks],O,1,1
brand,[brand],O,1,4
brands,[brands],O,1,3
Honda,[builder", Soichiro", Honda],O,1,1
burning,[burning],O,1,1
buses,[buses],O,1,1
units,[business", units],O,1,1
car,[car],O,1,4
brands,[car", brands],O,1,3
Chevrolet,[car", driver", Louis", Chevrolet],O,1,1
maker,[car", maker],O,1,1
makers,[car", makers],O,1,1
Renault,[car", manufacturer", Renault],O,1,1
manufacturing,[car", manufacturing],O,1,1
production,[car", production],O,1,6
carmaker,[carmaker],O,1,1
carriage,[carriage],O,1,1
cars,[cars],O,1,18
changes,[changes],O,1,1
civil,[civil],O,1,1
engine,[combustion", engine],O,1,1
companies,[companies],O,1,1
company,[company],O,1,13
countries,[countries],O,1,1
course,[course],O,1,1
crisis,[crisis],O,1,2
crossovers,[crossovers],O,1,2
crysis,[crysis],O,1,1
customers,[customers],O,1,1
daily,[daily],SET,1,1
debut,[debut],O,1,1
destination,[destination],O,1,1
development,[development],O,1,1
different,[different],O,1,3
directory,[directory],O,1,1
division,[division],O,1,1
Chevrolet,[driver", Louis", Chevrolet],O,1,1
earthquake,[earthquake],O,1,1
cars,[economy", cars],O,1,1
efficiency,[efficiency],O,1,1
efficient,[efficient],O,1,1
electric,[electric],O,1,1
electrical,[electrical],O,1,1
electrovehicles,[electrovehicles],O,1,1
engine,[engine],O,1,2
engines,[engines],O,1,2
equipment,[equipment],O,1,1
equipment,[equipment],O,1,1
era,[era],O,1,2
era,[era],O,1,1
era,[era],O,1,1
era,[era],O,1,1
era,[era],O,1,1
era,[era],O,1,1
everything,[everything],O,1,1
exporters,[exporters],O,1,1
fame,[fame],O,1,1
famous,[famous],O,1,2
favor,[favor],O,1,1
financial,[financial],O,1,1
first,[first],ORDINAL,1,5
five,[five],NUMBER,1,1
fuel,[fuel],O,1,1
efficiency,[fuel", efficiency],O,1,1
fuel-efficient,[fuel-efficient],O,1,1
full-size,[full-size],O,1,1
equipment,[garden", equipment],O,1,1
gases,[gases],O,1,1
generators,[generators],O,1,1
global,[global],O,1,1
globe,[globe],O,1,1
hepl,[hepl],O,1,1
history,[history],O,1,4
cars,[history", Jeep", cars],O,1,1
horseless,[horseless],O,1,1
hybrid,[hybrid],O,1,1
hybrids,[hybrids],O,1,2
industry,[industry],O,1,1
information,[information],O,1,2
innovations,[innovations],O,1,1
internal,[internal],O,1,1
inventors,[inventors],O,1,1
investors,[investors", William", Little],O,1,1
largest,[largest],O,1,2
legendary,[legendary],O,1,1
losses,[losses],O,1,1
brand,[luxury", brand],O,1,1
maker,[maker],O,1,1
makers,[makers],O,1,1
manufacturer,[manufacturer],O,1,2
manufacturing,[manufacturing],O,1,2
market,[market],O,1,1
share,[market", share],O,1,7
military,[military],O,1,1
model,[model],O,1,2
models,[models],O,1,1
modern,[modern],O,1,2
more,[more],O,1,3
vehicles,[motor", vehicles],O,1,1
motorcycles,[motorcycles],O,1,3
world,[motoring", world],O,1,1
name,[name],O,1,1
notable,[notable],O,1,1
number,[number],O,1,2
off-road,[off-road],O,1,1
crysis,[oil", crysis],O,1,1
other,[other],O,1,2
own,[own],O,1,1
parts,[parts],O,1,1
cars,[passenger", cars],O,1,1
pick-up,[pick-up],O,1,1
pioneers,[pioneers],O,1,1
popular,[popular],O,1,1
popularity,[popularity],O,1,2
production,[production],O,1,6
puproses,[puproses],O,1,1
reasonable,[reasonable],O,1,1
sales,[sales],O,1,2
brand,[selling", brand],O,1,1
cars,[selling", cars],O,1,1
share,[share],O,1,2
vehicles,[sport", utility", vehicles],O,1,1
spread,[spread],O,1,1
tubing,[steel", tubing],O,1,1
suit,[suit", consumer", segments],O,1,1
technologies,[technologies],O,1,1
top,[top],O,1,1
8:13,[8:13],TIME,1,2
8:30,[8:30],TIME,1,2
9:13,[9:13],TIME,1,2
Animation,[Animation],O,1,1
Animator,[Animator],O,1,1
ID,[Arabia", ID],LOCATION,1,1
PART3,[Auto", PART3],O,1,1
Labs,[Auto", Tech", Labs],O,1,1
tilstand,[Begrænset", tilstand],O,1,1
AMG,[Benz", AMG],ORGANIZATION,1,1
Works,[Car", Engine", Works],O,1,1
TV,[Car", TV],O,1,1
Messenger,[Carl", Messenger],PERSON,1,1
Code,[Code],O,1,1
Combustion,[Combustion],O,1,1
PART3,[Competition", Auto", PART3],O,1,1
Systems,[Computer", Systems],ORGANIZATION,1,1
TUBE,[DOCUMENTARY", TUBE],O,1,1
Engines,[Dandy", Engines],ORGANIZATION,1,1
Engine,[Diesel", Engine],O,1,2
Work,[Diesel", Engines", Work],O,1,1
PM,[Dina", Fawzy", PM],PERSON,1,1
videoen,[Du", kan", bedømme", videoen],O,1,1
ENGINE,[ENGINE],O,1,1
ENGINES,[ENGINES],O,1,1
Eduard,[Eduard],PERSON,1,1
Engine,[Engine],O,1,6
Animation,[Engine", Motion", Animation],O,1,1
Production,[Engine", Production],O,1,1
Works,[Engine", Works],MISC,1,1
Engines,[Engines],ORGANIZATION,1,1
Work,[Engines", Work],O,1,1
Factory,[Factory],ORGANIZATION,1,1
PM,[Fawzy", PM],PERSON,1,1
Engine,[Ferrari", V12", Engine],ORGANIZATION,1,1
Code,[File", Code],O,1,1
V8,[Ford", 461ci", Windsor", V8],ORGANIZATION,1,1
Four,[Four],NUMBER,1,1
til,[Føj", til],O,1,1
Ghzaly,[Ghzaly],PERSON,1,1
HORSEPOWER,[HORSEPOWER],O,1,1
IT,[HOW", IT],O,1,1
ENGINES,[Homemade", ENGINES],O,1,1
ID,[ID],O,1,1
IT,[IT],O,1,1
Indlæser,[Indlæser],O,1,3
Indlæser,[Indlæser],O,1,1
Indlæser,[Indlæser],O,1,1
playlister,[Indlæser", playlister],O,1,1
Animator,[Islam", Kasem", 3D", Animator],MISC,1,1
Rock,[JD", Rock],O,1,1
Animator,[Kasem", 3D", Animator],MISC,1,1
Academy,[King", Fahad", Naval", Academy],ORGANIZATION,1,1
Parts,[Labeled", Parts],O,1,1
Labs,[Labs],O,1,1
Transmission,[Manual", Transmission],O,1,1
Rittman,[Matt", Rittman],PERSON,1,1
Animation,[Motion", Animation],O,1,1
Combustion,[Motion", Visible", Combustion],O,1,1
NEG3,[NEG3],O,1,1
Academy,[Naval", Academy],ORGANIZATION,1,1
aktiveret,[Når", autoplay", er", aktiveret],O,1,1
den,[Offentliggjort", den],O,1,1
PART3,[PART3],O,1,1
Parts,[Parts],O,1,1
Perception,[Perception],O,1,1
Production,[Production],O,1,1
Specialist,[QC", Specialist],O,1,1
Rotary,[Rotary],O,1,1
Schwenke,[Schwenke],PERSON,1,2
senere,[Se", senere],O,1,1
Specialist,[Specialist],O,1,1
Engine,[Stroke", Engine],O,1,1
TOP,[TOP],O,1,1
funktioner,[Test", nye", funktioner],O,1,1
Transmission,[Transmission],O,1,2
Engine,[V12", Diesel", Engine],O,1,1
Engine,[V12", Engine],O,1,1
Animation,[V8", Engine", Motion", Animation],O,1,1
Production,[V8", Engine", Production],O,1,1
Vis,[Vis],O,1,1
V8,[Windsor", V8],ORGANIZATION,1,1
Work,[Work],O,1,1
Works,[Works],O,1,1
World,[World],O,1,1
comprehensive,[comprehensive],O,1,1
dele,[dele],O,1,2
den,[den],O,1,1
automatisk,[den", næste", foreslåede", video", automatisk],O,1,1
video,[denne", video],O,1,2
senere,[denne", video", igen", senere],O,1,1
til,[denne", video", til],O,1,1
senere,[denne", video", til", Se", senere],O,1,1
mening,[din", mening],O,1,2
du,[du],O,1,1
den,[du", har", lejet", den],O,1,1
video,[du", ikke", lide", denne", video],O,1,1
video,[du", lide", denne", video],O,1,1
Ghzaly,[du", ophæve", abonnementet", på", Ahmed", Ghzaly],O,1,1
videoen,[du", rapportere", videoen],O,1,1
engine,[engine],O,1,2
technologies,[engine", technologies],O,1,1
aktiveret,[er", aktiveret],O,1,1
nu,[er", ikke", tilgængelig", lige", nu],O,1,1
forslag,[flere", forslag],O,1,1
automatisk,[foreslåede", video", automatisk],O,1,1
forslag,[forslag],O,1,1
funktioner,[funktioner],O,1,1
senere,[føje", denne", video", til", Se", senere],O,1,1
den,[har", lejet", den],O,1,1
hvorfor,[hvorfor],O,1,1
senere,[igen", senere],O,1,2
nu,[ikke", tilgængelig", lige", nu],O,1,1
ind,[ind],O,1,5
nedenfor,[indstilling", nedenfor],O,1,1
videoen,[kan", bedømme", videoen],O,1,1
nedenfor,[kan", ændre", denne", indstilling", nedenfor],O,1,1
den,[lejet", den],O,1,1
video,[lide", denne", video],O,1,2
nu,[lige", nu],O,1,1
max,[max],O,1,1
den,[når", du", har", lejet", den],O,1,1
automatisk,[næste", foreslåede", video", automatisk],O,1,1
playlister,[playlister],O,1,1
senere,[video", til", Se", senere],O,1,1
editor,[Cars", editor],O,1,1
Clean,[Clean],O,1,1
Institute,[Color", Institute],ORGANIZATION,1,1
Confident,[Confident],O,1,1
Corporate,[Corporate],O,1,1
Creative,[Creative],O,1,1
Footage,[Cruise", Ship", Footage],O,1,1
Cyclone,[Cyclone],MISC,1,1
Dark,[Dark],O,1,2
Ideas,[Date", Ideas],O,1,1
Deep,[Deep],O,1,2
blue,[Deep", blue],O,1,1
Donuts,[Donuts],O,1,1
Down,[Down],O,1,1
Dreams,[Dreams],ORGANIZATION,1,1
People,[Dumb", Car", Modifications", People],O,1,1
Eiseman,[Eiseman],PERSON,1,2
Dreams,[Electric", Dreams],ORGANIZATION,1,1
Elegant,[Elegant],O,1,1
Everyone,[Everyone],O,1,1
Excellent,[Excellent],O,1,1
Facebook,[Facebook],ORGANIZATION,1,18
Google,[Google],ORGANIZATION,1,1
Horsepower,[Horsepower],O,1,1
Ideas,[Ideas],O,1,1
Inc.,[Inc.],ORGANIZATION,1,1
Institute,[Institute],ORGANIZATION,1,1
Joyful,[Joyful],PERSON,1,1
Lea,[Lea],PERSON,1,1
Lot,[Lot],O,1,1
red,[Lucke", Burgundy", red],PERSON,1,1
Silver,[MENA", Silver],ORGANIZATION,1,1
Inc.,[Media", Inc.],ORGANIZATION,1,1
Miller,[Miller],PERSON,1,1
Neutral,[Neutral],O,1,1
Inc.,[Nine", Media", Inc.],ORGANIZATION,1,1
Owners,[Owners],O,1,1
Parkers,[Parkers],O,1,1
Lot,[Parking", Lot],O,1,1
Perfect,[Perfect],O,1,1
Piece,[Piece],O,1,1
Power,[Power],O,1,1
Purple,[Purple],O,1,1
Sewage,[Sewage],O,1,1
Footage,[Ship", Footage],O,1,1
Silver,[Silver],O,1,1
Southwest,[Southwest],LOCATION,1,1
Sunshine,[Sunshine],O,1,1
Things,[Things],O,1,1
Thrillist,[Thrillist],O,1,1
Tito,[Tito],PERSON,1,1
Today,[Today],DATE,1,1
Tooth,[Tooth],O,1,1
Traditional,[Traditional],O,1,1
Tweet,[Tweet],O,1,2
Way,[Way],O,1,1
amount,[amount],O,1,1
animal,[animal],O,1,1
anything,[anything],O,1,1
appeal,[appeal],O,1,1
attention,[attention],O,1,5
balanced,[balanced],O,1,1
best,[best],O,1,1
bit,[bit],O,1,1
bit,[bit],O,1,1
black,[black],O,1,3
blue,[blue],O,1,2
blue,[blue],O,1,1
bluer,[bluer],O,1,1
blues,[blues],O,1,2
bright,[bright],O,1,2
bright,[bright],O,1,1
bright-green,[bright-green],O,1,1
brown,[brown],O,1,1
burgundy,[burgundy],O,1,1
calm,[calm],O,1,2
car,[car],O,1,14
car,[car],O,1,2
car,[car],O,1,1
colors,[car", colors],O,1,1
cars,[cars],O,1,5
politicians,[cars", politicians],O,1,1
certain,[certain],O,1,5
chance,[chance],O,1,1
cheer,[cheer],O,1,1
choice,[choice],O,1,2
choices,[choices],O,1,2
classic,[classic],O,1,1
clean,[clean],O,1,3
clean,[clean],O,1,1
climate,[climate],O,1,1
color,[color],O,1,14
selection,[color", selection],O,1,1
colors,[colors],O,1,2
colors,[colors],O,1,1
concept,[concept],O,1,1
connotation,[connotation],O,1,2
corporate,[corporate],O,1,1
corporations,[corporations],O,1,1
couch,[couch],O,1,1
course,[course],O,1,1
creativity,[creativity],O,1,2
credible,[credible],O,1,1
daily,[daily],SET,1,1
dark,[dark],O,1,1
dark,[dark],O,1,1
dark,[dark],O,1,1
dark,[dark],O,1,1
dedicated,[dedicated],O,1,1
deeper,[deeper],O,1,2
dependable,[dependable],O,1,3
different,[different],O,1,1
disposition,[disposition],O,1,1
down-to-earth,[down-to-earth],O,1,1
dynamism,[dynamism],O,1,1
earth,[earth],O,1,1
earthy,[earthy],O,1,1
elegant,[elegant],O,1,1
energetic,[energetic],O,1,1
energy,[energy],O,1,1
entire,[entire],O,1,1
fact,[fact],O,1,1
factor,[factor],O,1,1
faithful,[faithful],O,1,1
family,[family],O,1,3
fastidious,[fastidious],O,1,2
fickle,[fickle],O,1,1
fickleness,[fickleness],O,1,1
foremost,[foremost],O,1,1
friendly,[friendly],O,1,4
fun,[fun],O,1,1
futuristic,[futuristic],O,1,1
futuristic,[futuristic],O,1,1
great,[great],O,1,4
green,[green],O,1,1
green,[green],O,1,1
green,[green],O,1,2
green,[green],O,1,1
greens,[greens],O,1,1
high-energy,[high-energy],O,1,1
hot,[hot],O,1,2
humor,[humor],O,1,1
idea,[idea],O,1,1
consumers,[impacts", consumers],O,1,1
inbox,[inbox],O,1,1
inclined,[inclined],O,1,1
individualist,[individualist],O,1,2
industry,[industry],O,1,1
inherent,[inherent],O,1,1
interesting,[interesting],O,1,1
intrinsic,[intrinsic],O,1,1
job,[job],O,1,1
joyful,[joyful],O,1,1
kind,[kind],O,1,5
limos,[limos],O,1,1
little,[little],O,1,1
lively,[lively],O,1,2
lives,[lives],O,1,1
location,[location],O,1,1
long,[long],O,1,1
longer,[longer],O,1,1
lot,[lot],O,1,1
many,[many],O,1,1
metallic,[metallic],O,1,1
metallic,[metallic],O,1,1
metallic,[metallic],O,1,1
metallic,[metallic],O,1,1
modernity,[modernity],O,1,1
more,[more],O,1,1
movement,[movement],O,1,1
much,[much],O,1,1
natural,[natural],O,1,1
next,[next],DATE,1,1
next,[next],O,1,1
no-nonsense,[no-nonsense],O,1,1
no-nonsense,[no-nonsense],O,1,1
one,[one],NUMBER,1,4
orange,[orange],O,1,3
order,[order],O,1,1
original,[original],O,1,2
other,[other],O,1,2
people,[people],O,1,2
period,[period],O,1,1
person,[person],O,1,9
politicians,[politicians],O,1,1
positive,[positive],O,1,1
practical,[practical],O,1,2
pragmatic,[pragmatic],O,1,1
pride,[pride],O,1,1
prideful,[prideful],O,1,1
pure,[pure],O,1,2
purity,[purity],O,1,1
purple,[purple],O,1,1
red,[red],O,1,1
red,[red],O,1,1
reds,[reds],O,1,1
rest,[rest],O,1,1
factor,[safety", factor],O,1,1
same,[same],O,1,1
self-assurance,[self-assurance],O,1,1
self-assured,[self-assured],O,1,1
someone,[someone],O,1,1
lives,[someone", lives],O,1,1
sophisticated,[sophisticated],O,1,1
sophistication,[sophistication],O,1,2
sort,[sort],O,1,1
spontaneous,[spontaneous],O,1,1
statement,[statement],O,1,1
subtle,[subtle],O,1,2
subtlety,[subtlety],O,1,1
sunny,[sunny],O,1,1
sure,[sure],O,1,1
white,[white],O,1,1
white-and-black,[white-and-black],O,1,1
1903,[1903],DATE,1,1
1911,[1911],DATE,1,1
1915,[1915],DATE,1,1
1918,[1918],DATE,1,1
1919,[1919],DATE,1,1
192,[192],NUMBER,1,1
1925,[1925],DATE,1,1
1930,[1930],DATE,1,1
1932,[1932],DATE,1,1
1937,[1937],DATE,1,1
1939,[1939],DATE,1,1
1941,[1941],DATE,1,1
1945,[1945],DATE,1,1
1949,[1949],DATE,1,1
1950,[1950],DATE,1,1
1953,[1953],DATE,1,1
1957,[1957],DATE,1,1
1958,[1958],DATE,1,1
1959,[1959],DATE,1,2
1960s,[1960s],DATE,1,1
1963,[1963],DATE,1,2
1964,[1964],DATE,1,1
1/2,[1964", 1/2],DATE,1,1
1965,[1965],DATE,1,2
1966,[1966],DATE,1,1
1967,[1967],DATE,1,3
1968,[1968],DATE,1,2
1969,[1969],DATE,1,1
1970,[1970],DATE,1,2
1972,[1972],DATE,1,2
1973,[1973],DATE,1,1
1974,[1974],DATE,1,1
1975,[1975],DATE,1,1
1978,[1978],DATE,1,1
1980,[1980],DATE,1,2
1980s,[1980s],DATE,1,2
1980s,[1980s],DATE,1,1
1983,[1983],DATE,1,2
1984,[1984],DATE,1,2
1985,[1985],DATE,1,2
1986,[1986],DATE,1,2
1987,[1987],DATE,1,1
1988,[1988],DATE,1,1
1989,[1989],DATE,1,5
1990,[1990],DATE,1,1
1990s,[1990s],DATE,1,3
1991,[1991],DATE,1,3
1992,[1992],DATE,1,3
1993,[1993],DATE,1,2
1994,[1994],DATE,1,5
1995,[1995],DATE,1,3
1996,[1996],DATE,1,2
1997,[1997],DATE,1,1
1998,[1998],DATE,1,8
1999,[1999],DATE,1,5
1G,[1G],NUMBER,1,1
1G,[1G],O,1,1
2,[2],DATE,1,1
2,[2],NUMBER,1,1
2,[2],PERCENT,1,1
2,[2],DURATION,1,1
2.0,[2.0],NUMBER,1,1
2.1,[2.1],PERCENT,1,1
20,[20],NUMBER,1,1
20,[20],DURATION,1,1
million,[20", million],NUMBER,1,1
200-millionth,[200-millionth],O,1,1
2000,[2000],DATE,1,4
2001,[2001],DATE,1,3
2002,[2002],DATE,1,3
2003,[2003],DATE,1,3
2004,[2004],DATE,1,3
2005,[2005],DATE,1,4
2006,[2006],DATE,1,8
2007,[2007],DATE,1,7
2008,[2008],DATE,1,9
2008,[2008],DATE,1,1
2009,[2009],DATE,1,8
2010,[2010],DATE,1,11
2011,[2011],DATE,1,16
2011,[2011],DATE,1,1
2012,[2012],DATE,1,20
2013,[2013],DATE,1,12
2013,[2013],DATE,1,1
″,[2013", ″],DATE,1,1
2014,[2014],DATE,1,6
2015,[2015],DATE,1,2
20th,[20th],DATE,1,1
21,[21],NUMBER,1,1
million,[21", million],NUMBER,1,1
21st,[21st],ORDINAL,1,1
22,[22],DATE,1,2
220,[220],NUMBER,1,1
23,[23],NUMBER,1,1
23",000,[23",000],NUMBER,1,1
230,[230],NUMBER,1,1
25,[25],NUMBER,1,1
250",000,[250",000],NUMBER,1,2
256,[256],NUMBER,1,1
26,[26],DATE,1,1
26,[26],NUMBER,1,1
268,[268],NUMBER,1,1
26th,[26th],DATE,1,1
27,[27],DATE,1,1
27,[27],PERCENT,1,1
29,[29],NUMBER,1,1
3,[3],DATE,1,1
3,[3],NUMBER,1,1
3,[3],NUMBER,1,1
3,[3],NUMBER,1,1
3",000,[3",000],NUMBER,1,1
3.0,[3.0],NUMBER,1,2
30,[30],PERCENT,1,1
30,[30],NUMBER,1,1
30.05,[30.05],PERCENT,1,1
32,[32],NUMBER,1,1
million,[32", million],MONEY,1,1
32.8,[32.8],PERCENT,1,1
333",498,[333",498],NUMBER,1,1
34,[34],NUMBER,1,1
35,[35],NUMBER,1,1
37,[37],PERCENT,1,1
37.5,[37.5],PERCENT,1,1
38,[38],PERCENT,1,1
38",600,[38",600],NUMBER,1,1
388,[388],NUMBER,1,1
4,[4],NUMBER,1,3
4,[4", ×", 4],NUMBER,1,1
4",000,[4",000],NUMBER,1,1
4-in-line,[4-in-line],O,1,1
4-wheel-drive,[4-wheel-drive],O,1,1
4.2,[4.2],NUMBER,1,1
million,[4.4", million],NUMBER,1,1
40,[40],DATE,1,1
million,[40", million],MONEY,1,1
million,[41", million],MONEY,1,1
412,[412],NUMBER,1,1
412",718,[412",718],NUMBER,1,1
43.4,[43.4],PERCENT,1,1
45",000,[45",000],NUMBER,1,1
469,[469],NUMBER,1,1
million,[479", million],MONEY,1,1
49,[49],PERCENT,1,1
5,[5],DURATION,1,1
50,[50],NUMBER,1,2
50,[50],PERCENT,1,1
50",49,[50",49],PERCENT,1,1
50.7,[50.7],PERCENT,1,1
500,[500],NUMBER,1,2
500",000,[500",000],NUMBER,1,1
500",000,[500",000],MONEY,1,1
51.2,[51.2],PERCENT,1,1
58,[58],PERCENT,1,1
599,[599],NUMBER,1,2
599XX,[599XX],O,1,1
6,[6],NUMBER,1,4
6,[6],NUMBER,1,1
6",000,[6",000],NUMBER,1,1
6.0,[6.0],PERCENT,1,1
6.35,[6.35],MONEY,1,1
6.8,[6.8],NUMBER,1,1
612,[612],NUMBER,1,1
615",500,[615",500],NUMBER,1,1
650hp,[650hp],O,1,1
675",000,[675",000],NUMBER,1,1
6:47,[6:47],TIME,1,1
7,[7],NUMBER,1,1
million,[7.12", million],NUMBER,1,1
7.9,[7.9],PERCENT,1,1
70,[70],NUMBER,1,1
70,[70],PERCENT,1,1
70,[70],PERCENT,1,1
736,[736],NUMBER,1,1
75",000,[75",000],NUMBER,1,1
8,[8],DATE,1,1
8,[8],NUMBER,1,1
8,[8],NUMBER,1,2
8,[8],NUMBER,1,1
8",129,[8",129],NUMBER,1,1
80,[80],NUMBER,1,2
815,[815],NUMBER,1,1
9,[9],DATE,1,1
90,[90],PERCENT,1,1
900,[900],NUMBER,1,1
9000,[9000],NUMBER,1,1
92,[92],NUMBER,1,1
939",200,[939",200],NUMBER,1,1
96",500,[96",500],NUMBER,1,1
960,[960],NUMBER,1,1
987,[987],NUMBER,1,1
99.55,[99.55],PERCENT,1,1
990,[990],NUMBER,1,1
@carbrandslist,[@carbrandslist],O,1,1
A,[A],O,1,1
A-Star,[A-Star],O,1,1
A8,[A8],O,1,1
AB,[AB],ORGANIZATION,1,4
SKF,[AB", SKF],ORGANIZATION,1,1
AC,[AC],O,1,1
Cars,[AC", Cars],ORGANIZATION,1,1
AG,[AG],ORGANIZATION,1,14
AG,[AG],PERSON,1,1
AG,[AG],ORGANIZATION,1,1
Roadster,[AIV", Roadster],O,1,1
General,[AM", General],O,1,1
Javelin,[AMC", Javelin],ORGANIZATION,1,1
APE,[APE],O,1,1
AS,[AS],ORGANIZATION,1,1
AS,[AS],O,1,1
ATVs,[ATVs],O,1,1
Abarth,[Abarth],O,1,2
Abarth,[Abarth],PERSON,1,1
Acura,[Acura],ORGANIZATION,1,3
AG,[Adam", Opel", AG],PERSON,1,1
AG,[Adam", Opel", AG],ORGANIZATION,1,1
Additional,[Additional],O,1,1
Investment,[Adeem", Investment],O,1,1
Adelaide,[Adelaide],LOCATION,1,2
Tramontana,[Advanced", Design", Tramontana],O,1,1
Aero,[Aero],ORGANIZATION,1,2
Aero,[Aero],O,1,1
Africa,[Africa],LOCATION,1,2
Bolognese,[Agata", Bolognese],O,1,1
Agera,[Agera],PERSON,1,1
Ahead,[Ahead],O,1,1
Aichi,[Aichi],LOCATION,1,2
Aix-les-Bains,[Aix-les-Bains],O,1,2
Aixam,[Aixam],O,1,1
Aixam-Mega,[Aixam-Mega],PERSON,1,1
District,[Aki", District],LOCATION,1,1
District,[Aki", District],PERSON,1,1
Aktiebolag,[Aktiebolag],ORGANIZATION,1,1
Volvo,[Aktiebolaget", Volvo],ORGANIZATION,1,1
Alam,[Alam],PERSON,1,2
Lubinsky,[Alan", Lubinsky],PERSON,1,1
Wilson,[Alexander", Wilson],PERSON,1,1
Romeo,[Alfa", Romeo],PERSON,1,4
engine,[Alfa", Romeo", V6", engine],O,1,1
Alliance,[Alliance],ORGANIZATION,1,2
Allies,[Allies],O,1,1
Alsace,[Alsace],LOCATION,1,1
Altenburg,[Altenburg],LOCATION,1,1
Altenburg,[Altenburg],PERSON,1,1
Alto,[Alto],O,1,1
Alto,[Alto],LOCATION,1,1
Amazing,[Amazing],O,1,1
America,[America],LOCATION,1,11
American,[American],MISC,1,20
American,[American],MISC,1,1
American,[American],MISC,1,1
American,[American],O,1,1
American,[American],ORGANIZATION,1,1
American,[American],MISC,1,1
Motors,[American", General", Motors],ORGANIZATION,1,1
Company,[American", General", Motors", Company],ORGANIZATION,1,1
Motors,[American", Motors],ORGANIZATION,1,1
manufacturers,[American", automobile", manufacturers],MISC,1,1
Americans,[Americans],MISC,1,1
Amsterdam,[Amsterdam],LOCATION,1,1
Winkler,[Annette", Winkler],PERSON,1,1
